id,text
40312,young african boy faces mental illness while in poverty
40315,my goal for 2018  is to accomplish the goals of 2017 which i should have done in 2016 because i promised them in 2014 and planned them in 2013
40316,when dishwasher stops working  take it back
40321,i want you to stop being a faggot
40326,if you ever feel down  just remember there are people that are down their whole life
40329,what would i do if she was pregnant
40351,the navy drinkers with a sailing problem
40372,when the fbi raids your house and catches you nuttinging to 24 petabytes of child porn  wonderful weather we're having
40375,when japan thinks you're gonna invade their mainland
40378,"women are like parking spots  usually, the best ones are taken...  so when no one is looking-stick it in the disabled one"
40385,the only people who truly love each other based on personality are asians because they all look the same
40512,life hack: your dishwasher can also wash your car
40516,i have a rape whistle and i'm not afraid to use it!!  you have to admire her optimism
40529,i won 1st place
40539,a group of baboons is called a congress suddenly makes sense!
40561,feeling pretty cute might blow something up later….idk yet
40563,is that guy fucking a goat god dammit carl...he is
40567,anne frank writing in her diary
40569,that's a man baby
40572,one of the first prototypes of the atom bomb
40573,I only wear silk panties  cotton ones remind me of slavery
40576,i don't pretend to be something i'm not  except sober. i've pretended to be sober a few times
40578,this story touched my heart twins separated at birth find each other after 50 yrs
40592,The text in the image is:  - immigrant problem - problem fixed
40597,The difference between moderate muslim and radical muslim  Moderate Muslim Follow my Allah or I kill you!  Radical Muslim Follow my Allah or he kill you
40618,when your company valuation hits 1 billion
40621,burkas are really good for sun protection
40627,look mommy. that woman on tv is wearing my diaper on her head...  it's okay honey. she has shit for brains
40629,hey there
40632,poster for the new play
40651,you see this pig? it's called muhammad
40653,oh you talk so tough from behind your keyboard  tell me again what a badass you are
40679,liberals  waiting for cnn to tell them what to be upset about next
40681,having a child didn't ruin my life  it saved my life
40693,that job interview was going so well.  until i realized i was f*cked up on acid in the middle of a cornfield naked and talking to a scarecrow. f*cked up memes funny messed up pictures
40712,"for the love of god  change that diaper on your head, the crap is leaking out"
40716,when someone thinks it's okay to fuck with you b/c they think you're all love & light  i will stab u in the neck susan
40718,"The text in the image reads:  ""we have enough thoughts and prayers please send bobs and vagine"""
40721,"""I went to Walmart and picked up a new sandwich maker."""
40723,how to pick up a girl from auschwitz
40726,"why didn't the ""if you don't like it, you can leave"" people  leave when obama was president?"
40728,i got 99 problems and chromosomes
40731,illegal immigration the cowboy way  we'll know them if they try to come back in!
40735,what do i do when my dishwasher stops? i should get back to scrubbing
40752,"you don't need an ar15 to protect yourself  but he does, and this guy and this guy, and him and him and him"
40756,tell me about american history? fuck i know about american history? i thought we wiped all those people out? i'm a european born in america.
40758,The text in the image is:  ``` faceswap ching chong 100 ```
40759,jew jerky: leave out in the sun until all moisture is gone store in a cool dark place for 3 days
40761,what do you call pool full of handicap people? vegetable soup
40791,white people is this a shooting range?
40792,"The text in the image reads:  ""what's the difference between an elevator and a black guy... an elevator can raise a kid"""
40796,when a person tells you that your meme or joke was heavily offensive.  i can go lower
40813,oh look he already has an arrest warrant
40815,sells you idea of heaven  custom builds armored vehicle to avoid heaven as long as possible
40819,"The text in the image is:  - ""see the difference?"" - ""negro"" - ""real jews"" - ""european"" - ""fake jews"""
40821,when white people learn  that fish swim in schools
40826,"""when thor throws his hammer, he is ""serving justice"" when i throw a hammer, i ""have anger management issues"""
40829,"The text in the image says:  ""I don't let my vitiligo get me down"""
40832,taking photo with a mosque
40837,"an old man picked me up, i told him, ""kiss me and i'll turn into a princess.""  he stuck me in his pocket, and i said, ""aren't you going to kiss me?"" he said, ""i'm 85 years old, i'd rather have a talking frog."""
40839,see if you can find the guys from white chicks lol
40852,shoot them
40856,hey! stop picking on him! f*g gots are people too!
40857,"The text in the image says:  ""you need to be on top of news"""
40862,so liberating for us to finally be able to be ourselves
40865,"and then I said, Mr. President there's no Walmart's in North Korea  only targets"
40871,in my country i am forced to keep my mouth shut  but here i am free to talk trash about this country in hopes that i can change it to a country where i am forced to keep my mouth shut
40875,male: *becomes successful*  ugly white bitch claiming she got rapeded 20 years ago:
40896,"The text in the image says:  ""prayer is powerful, it matters not when or where"""
40897,"with sensitive ass people, my sense of humor is way too f*ckeded up for that."
40913,"The text in the image says:  ""I tried to play Uno with my Mexican friends but they kept stealing all of the green cards"""
40916,my president sitting with a traitor and his tranny wife
40917,"The image contains the following text:  ""Donald Trump is all kikes and must must be kept out of the k.k.k. I'd prefer to immigrate confiscate"""
40918,sandwiches  We Can Do It!  we can do it!
40927,when you go back to your shitkick hometown for the holidays and the smell of meth and cow shit fills the air  there's no place like home.
40932,"when someone accuses you of being racist, but they don't realize you have a black friend  i know someone"
40953,once you are in my pack i will always have your back
40965,The text in the image is:  - I will Vote.com - TOGETHER - STRONGER - obama voters
40967,donald trump proving you don't have to  be poor to be white trash
40982,and just like that...  this sandwich maker doubles as ironing board
40987,"i'm an evolved monkey on a cartoon ball, nasa told me, its science bruh!"
41023,bills comin for ya on friday like
41032,"The text in the image reads:  ""going on vacation vs going back to work"""
41035,my new muslim girlfriend  not much to look at
41037,"been here 3 months, gets $1400 /wk from the government  been here 6 generations, gets loan to be repaid in full from the government"
41057,"i like my korean women the way i like my microwaves  hot, clean and will kill any baby i put inside of it"
41058,john wilkes booth be like:  yall sure abraham lincoln dead? he aint up here
41062,got a new slow cooker today
41063,when the oven is full so you start putting jews in the deep fryer
41067,"men are like dogs, we are excited to see you and have no idea why you are mad"
41068,the obama's with empire star jussie smollett
41078,how chevy guys go muddin  how ford guys go muddin
41086,when you're feeling horny asf but your habibi is on periods  let's try a ______ goat
41087,"when i see people who post ""punch a nazi"" in person. im a nazi, gregg are you gonna punch me???"
41092,ana frank at 14 years old  ana frank at 15 years old
41203,you need yo ass beat
41206,when you try to evade the school bell stampede
41208,breaking news  nation of islam members listen to minister louis farrakhan speech at united center in chicago
41209,"The text in the image says:  ""don't ever let a man do this to you"""
41250,this movie sucks  i should have gone to the other one
41258,you see that?? it means get the fuck back to the kitchen
41263,its national hebrew day  go pick up a hot jewish girl
41265,ice perfectly shaped to heal that butthurt
41268,help refugees
41270,adult diapers for complete shitheads
41276,"The text in the image reads:  ""evolution from peeling bananas to busting caps."""
41280,laughter  is the best medicine
41296,94% of them test positive for rh blood type which means they have monkey blood  as a result they are born with a tail and other animal traits
41298,shitters clogged
41305,see this? it means furfags not welcome!
41308,how in the hell did we go from this.. to being afraid of offending muslims?!
41325,i suppose a sandwich is out of the question
41358,"The text in the image is:  ""muslim 49 people were killed at christchurch 49 people were killed at christchurch mosques muslim"""
41362,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you?  you are a special kind of stupid"
41368,i'm in love with the shape of jew
41370,"hi, i'm rashida tlaib and i'm what's wrong with the country"
41372,mississippi wind chime
41376,"fine, i'll keep calling them seagulls.. ...but, beach chickens sounds better."
41379,how you look when you're black and you celebrate the 4th of July
41382,"they want to be accepted for who they are, yet there'ren't able to accept themselves for who they are"
41385,y'all kids claims to be victims of slavery  when we were the ones who lived it
41387,the only time you'll see  a muslim hugging a pig
41389,It's simple really white people are stupid they do dumb shit like this all the time
41502,"The text in the image reads:  ""jihadi magazine's miss december"""
41503,such a beautiful day for playing and praying
41506,"obama said he had no prior knowledge that hillary clinton had a secret, private email server  in other news. obama used a secret name when sending secret emails to hillary's secret private email account."
41523,"for the love of god skip rocks, don't smoke them"
41527,we protest for our rights!
41537,"The text in the image reads:  ""I'm not transphobic I just think trans people shouldn't exist"""
41538,im long and strong and down to get the goat  hump on
41539,influence elections? you mean like encouraging illegal immigrants to vote?
41562,when you give him  literally one job  and he's somehow forgotten
41568,when she hits you with the super sloppy 2 handed mctwist while making eye contact and  calling you daddy and you just go full autistic
41573,"I don't always see Muslims at the public swimming pool but when I do, I always tap the ""no bombing"" sign"
41578,do you know why i pulled you over? because you scored low on the asvab?
41589,bruce jenner's cat
41597,farm equipment and livestock don't mix
41602,ever wondered why atheists are so stupid?  because not believing in something does not require a single brain cell
41603,"saw ""cotton picker"" thought it would be a field of black people"
41605,"if you shouted ""lock her up"" & aren't now shouting ""lock him up""..  you might be a hypocrite"
41607,not sure which gender you are? look in your underwear  you're welcome
41623,.... if only it gave you legs
41637,saddle up motherfuckers it's time to draw
41638,one of my 5 boyfriends slept with another girl.  i'll never trust men again!
41650,what's burning?
41652,when the vegetables are 2 for the price of 1
41657,"junkies be like...  naw bro, i'm clean....i take suboxone"
41672,not on my watch
41678,democrats  this is what they look like
41679,let me play with the muslims
41680,mandatory vaccinations with no exemptions  i do nazi the problem.....
41689,"The text in the image says:  ""together, my brothers, the islamic state will rise"""
41690,corn shit lemon piss
41692,"when you fart next to the jewish kid, and realize you just gassed the jews"
41697,when col sanders opens a kfc in wakanda
41706,when mum tells you to rinse the vegetables
41720,you think im scared of saying  nigger?
41728,i believe they are like racism. just shouldn't exist
41739,kids be like just wait till i get out of time out
41756,"The text in the image reads:  ""tora the explorer has got a little muslim friend. doda the exploder"""
41769,when you feel confident in yourself no matter the circumstances
41782,"white kids be like ""i have had enough"
41795,"happy birthday  believe me, i am the best and greatest at wishing you a happy birthday"
41796,nein danke  i'm very happy with my gas supplier
41802,"The text in the image reads:  ""my religion is the religion of peace if you don't believe in it we will kill you"""
41803,don't blame people for disappointing you  blame yourself for trusting them
41806,"don't be rude, folks  go to their page and  wish them a  happy easter"
41823,"The text in the image is:  ""get your nails ready, you never know when you have to show them off"""
41830,if he's marrying me then why's he fucking my mom
41832,the old lady shows arthur what she used to do during the war
41835,ford owner blew a rod wasn't talking about his engine
41852,stop illegal immigration  call ice at 1-866-347-2423
41853,shes got them summer teeth summer here summer missing
41856,we love your political correctness and tolerance it's our greatest weapon against you!!!
41857,nationalism is beauty feminism isn't
41860,ok perhaps nigger
41869,him: gonna beat dat pussy into mashed potatoes!  her: im down!
41873,The text in the image is:  bitch please go back to england
41875,"no one's gonna say it? fine, i will. ""niccep"""
41890,house of pedophile
41896,me convincing homophobes that i'm just like them  and not a sexually deviant pervert
41903,i's s ed moore. and i's loves crackas
41907,"what if gordon ramsay voiced a gps?  ""great job, you missed the bloody exit you fu**ing disgrace"""
41908,72 dead in syrian chemical attack ha... rookie numbers
41923,only 30's kids will remember this
41925,when your in alabama and your 4 year old sister says she wants a boyfriend
41936,just because your islamaphobic  doesn't mean they don't want to kill you
41958,"when you're trying to take family portraits but white trash is life, that little girl on the right could teach you everything you need to know about life"
41962,chevy guys be like  we just got done muddin'  ford guys be like  we just got done muddin
41972,just because someone  is here illegally  doesn't mean they broke  any of our laws
41983,me and the boys on black friday morning
41986,they want this because they found love in eachother
42015,"The text in the image is:  ""wow they are upset"""
42019,"when you pull up and yell ""kobe"" and the shot actually goes in  a part of him lives within me, doesn't it"
42036,over heard my daughter telling her friend she was curious what it would be like to date a black guy so … i showed her!
42039,japanese citizen watches as nuke drops on the 9th of august 1945 (colorized)
42056,"The text in the image is:  - ""kill all niggers"" - ""white power"""
42058,for lunch vlad the impaler loved turkey
42063,how do you get a nun pregnant??? have the altar boy shit into her pussy
42065,when you tease your husband in public
42073,"The text in the image reads:  ""destroy diversity. preserve the uniqueness of white culture."""
42078,the father of christianity pagan sun-worship constantine
42083,when you call the avengers and they send the one from wakanda
42086,the past will not be forgotten but may the chains be broken free
42087,alabama: bans abortions all of alabama in 5 years
42091,you said you would be on my side
42093,"'those that attack one muslim, are attacking all muslims""  those that attack one american, are attacking all americans!!"
42105,white people scared to sit next to a muslim on a plane  but then do shit like this
42137,when you get hungry you can either think about it or...
42153,we build our houses with stone
42156,when you're on your way to worship allah but you forgot your prayer rug
42160,riots in the streets
42163,"The text in the image says:  ""farm equipment and livestock don't mix"""
42167,"trump supporters  if they were any more inbred, they'd be sandwiches!"
42168,when your little one brings home his first girlfriend
42169,i just found out that my father; a lifelong staunch republican is voting for the democrats.........  he would have never done that when he was alive
42170,young boy picking cotton
42173,when you think god is done sending fuck boys into your life  another one.
42175,snakes can open their mouth wider to consume larger animals
42178,"The text in the image reads:  ""rohingya women protest on the rohingya crisis anniversary"""
42179,immigrants  illegal aliens
42183,"""I'm arresting you for the crimes you will commit in the future"""
42185,if you make a camp to help kids with adhd  is it a conentration camp?
42187,see... i told you cyril. the majority in sa do not mind us stealing from them..
42189,who let the monkeys out?! we don't know
42307,white people be like : outside inside
42308,don't be racist  black and white children are the same
42309,"we're new, bold, and we hate you!  we hate whites, jews, christians, conservatives, republicans, & patriots."
42315,half of trump supporters  are deplorable!  half of your supporters  are deportable
42317,when you get shot in the groin by a rubber bullet  and your made-up gender doesn't protect your willie
42319,"chelsea clinton..  so ugly that when she gives head, it counts as anal"
42351,we are not here to be part of america we are here to take over america
42368,"""radical"" islam? is there a kind that doesn't molest children and goats and behead people?"
42376,string on anal beads broke  this should be a fun day
42379,"The text in the image reads:  - ""girls after killing a cockroach"" - ""boys after killing 7 million jews"""
42380,"one touch, and i can heal everything  don't touch us, we're on disability"
42387,any girls a squirter  if you sever an artery.
42391,when the serb kid  starts talking mad shit
42398,"chase you? bitch please, i dont even chase my liquor."
42503,inbreedinging it's dangerous and wrong i stand here as living proof
42507,some habits  are hard to stop
42509,"tell me this...  did we ever see obama's school records, his tax returns, his social security records, or his selective service records?"
42510,"death to the jews!!! death to the christians!!! death to the hindus  oh, and by the way, islam is a religion of peace. please stop persecuting us and try to be more tolerant"
42538,and at that moment everything else in the world just melted away
42568,"when you're fuhrking her from the back and she says ""i'll pay the gas bill daddy."""
42580,"The text in the image reads:  ""jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jill's real name was randy"""
42589,had to load these by hand today  felt like a syrian guy looking for his wife
42591,"instructor:...and this is how you take off me: ok cool, but how do i land? instructor: good question"
42597,can you tag your friend tell them i found their baby pic
42598,america obama trump
42601,when the squad is about to get lit.
42603,domestic abuse is not a laughing matter
42608,The text in the image reads:  - white parent - black parent
42613,"man buns  you don't look like a samurai, you look like a soccer mom"
42615,"The text in the image reads:  ""islamic prayers answered"""
42618,"keep yelling, motherfuckers  allah be with you shortly"
42631,i believe they are like racism just shouldn't exist
42635,The text in the image reads:  - Interracial couple watching tv - and sleeping
42638,great minds  think alike
42650,"when your asked about the feature film and you get this look. all right, then. keep your secrets"
42653,we will rebuild
42658,the greatest sacrifice
42673,women deserve equal rights
42675,glad she put the paper up someone might recognise her
42681,"when you smoke, that's the amount of ash that fills your lungs  stop smoking, stop cancer"
42685,white kids dreaming about their first day of school
42687,how unarmed black men look to cops
42690,"The text in the image reads:  ""I sad glass of juice not gas the jews"""
42691,"yes sir, i voted for donald trump"
42693,cooking ing teacher: 'today we'll learn how to use the ovens' the german kid:
42705,trust me.. ...they love the warm weather
42706,what happened to my damn balls!!
42715,groom excited on his wedding day
42736,yes donald. that sounds good i once built a wall too.
42739,"The text in the image says ""every white man dream."""
42751,i built this myself  with my own hands
42759,"The text in the image reads:  ""I need you to.. remove all muslims from any public office"""
42763,don't drink with him  he cant hold his liquor
42783,farmersonly.com... where white trash meet other white trash
42786,"she literally tweeted  ""let's make gas chambers great again"""
42801,"The text in the image says ""send me location."""
42806,pakistani when indian pages posts any posts
42810,that chicken is so black it owes child support
42813,they want this not because they love you  they need to mix breed to preserve their species
42816,this look  your wife gives you  when you come home  from a long day  of suicide bombing
42830,what if tornadoes are actually created secretly by the government  to destroy these
42836,"The text in the image is:  ""**dick so good it** **made my pussy retarded**"""
42850,keep it legal.  keep it affordable!
42851,"""I'm fine, I'm just tired"" = my depression is setting in but I don't want to bother you with it"
42853,when you get kicked out the library for putting women's rights books in the fiction section  i'm right
42856,"The text in the image reads:  ""who are you looking for? ""my white rich daddy!"""
42860,though we adore men individually we agree that as a group they're rather stupid
42861,if democrats really cared about election interference  then why are they so against voter id laws?
42865,"bend over, touch your toes  i'll show you where the monster goes"
42871,The text in the image is:  - immigrant problem - problem fixed
42876,i'm in love with the shape of jew
42896,and just like that  liberals didn't want illegal immigrants in their sanctuary cities
42897,"your sense of humor is so dark, police want to shoot it . just gonna leave this here - #iaoh"
42903,those stupid basterds thought it was a real shower
42931,when you're high as fuck and hear a loud sound  the fuck was that
42936,dark humour is like a child with cancer it doesn't get old
42953,"The text in the image says:  ""its their character not their color that matters"""
42958,if you wantto find out if you're gay  poop in your hand and jack off
42961,The text in the image reads:  ``` martin luther king jr rallyinging the community (1963 ```
42967,wherever they go destruction follows
42970,nothing impedes a champion
42975,when you're still tuckered from last night's bender and sunglasses aren't gonna cut it
42983,"i protested trump today mommy  oo00h, who's my big boy"
42986,"""This happens to 1/3 of women 2/3 aren't doing their job"""
42987,i'm not saying that i hate donald trump  but i'd unplug his life support to charge my cellphone
43015,farm equipment and livestock don't mix
43025,that chicken was so black the police just arrested it
43026,"when you haven't stolen anything, used snap benefits  or been loud at the movies for a few weeks"
43051,1/1024th native american  WASHINGTON IDEAS FORUM  1024/1024th your president  WASHINGTON IDEAS FORUM
43052,"ah, quit your screaming  i washed my paws in the toilet bowl after i used the litterbox."
43065,really? eating pork is a sin but marriage to a 6 year old is ok
43078,I don't always have a heat stroke and get frostbite in the same week but when I do I know I'm in Kentucky
43082,"this is why today in order ""handle a strong black woman"" .... you need a leash for that bitch feminist  black feminist"
43085,"last year tyrone got a new job, started building his credit, and spending more time with his kids  then something amazing started to happen!"
43087,back in the day  when you couldn't hide behind a computer screen
43089,Let's get something straight: hero. not a hero.
43092,pretty much sums up islam
43095,"look at these precious 3- year olds & windows, said no sane person, ever"
43096,pray to god  for what you have
43109,whites and dogs they smell just alike
43127,"it's taekwondo, not taekwondon't"
43128,when the plantation owner trades you for a tractor w.t.f!!!
43152,this shit right here is why i suicide people
43162,when you have 3 choco puffs left in your cereal bowl
43170,you funny jew i kill you last
43175,when was the last time you saw so many mentally ill people on the streat
43178,middle eastern prostitute
43180,beating things to make them work again
43185,it's obvious that he's thinking about another girl  i can't believe that the lamb's bride has been the new jerusalem this whole time
43190,"i don't know man, i just...  i just wanna dance"
43192,if i just keep looking cute they'll surely blame the dog
43197,you can hide but you can't run
43198,doesn't own a computer can still play minesweeper
43201,i didn't choose the tranny life  the tranny life choose me
43206,mexicans are rapist i'm lovin' it happy hump day bitch
43207,control the narrative  still think all them shootings are done by black people. they are playing chess not checkers
43216,300 kg bomb vs 1000 kg bomb
43217,slaves in the south were uneducated  false. they all had their masters
43218,"The text in the image reads:  ""do you think a terrorist has or could infiltrate our government????"""
43258,i like my noodles like this
43259,"all she wanted to hear was ""I love you""  all he wanted to hear was his balls slapping against her ass!"
43265,"do you think when fish get thrown back by fishermen, they swim around yelling about alien abductions and the other fish stop talking to them?"
43269,fighting them is nothing new. lettingting them come into our land and spread their disease is
43271,auschwitz gas chamber
43275,my husband is always pushinging me around... and talking behind my back
43278,illegal caravan  we got this!
43279,"stevie wonder cant read? no shit, he's black"
43295,gotta run away from those  niggers
43506,there's a reason they have children. they are pedophiles
43517,"when you hear 'em yelling that allahakbar crap, just shoot 'em  before they blow up a bomb, or start stabbin' and shootin' people"
43519,"The text in the image reads:  ""muslims in a predominantly christian nation christians in a predominantly muslim nation"""
43520,knowing white people he's probably the father
43521,you with the goat stop that!
43527,this is dr kings famous i have a dream speech
43529,when your actively avoiding your responsibilities while trying to look busy
43560,"i am not the best, but i promise i will love you with all my heart."
43569,"The text in the image says:  ""what would i do if she got pregnant"""
43570,mondays got me like
43571,oh you want trump impeached?  for what? the crime of making you cry?
43579,when they cut muslim child neck instead of dick  the bomb has been defused
43581,when you found  your wife is cheating on you
43608,when you're fucking but wanna make sure he's not stealing anything
43609,this could be us right now  but the fucking apocalypse got rescheduled again
43610,"The text in the image is:  ""send me a latinaa who's not crazy i don't know how to make them"""
43612,racing for pink slips in africa
43615,i don't want no windmill blowin no cancer on me
43617,this chick can't stand fishing
43650,that feeling when you get home and you can finally poop
43651,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise..  oh my god, skittles"
43652,"The text in the image is:  - ""white people"" - ""is this a shooting range?"""
43657,two muslims walk into a bar  boom boom!!
43658,call the cops  i don't give a fuck
43675,when your pesky cat wants to be extra warm despite telling them no
43679,fifty shades of goat an isis love story
43680,if security is this important at our airports...  ...shouldn't it be this important at our borders too?
43690,twins going swimming  with a friend
43691,when he asks you to get on top & ride his meat but doesn't know you're gonna jam it in your butthole & take his soul
43695,end gun violence now
43697,"they don't know how to use condom, this is the only way to control their population"
43698,don't be late for work  get the protestor plow
43701,"The text in the image says:  ""arrest black babies before they become criminals"""
43702,when you get pulled over  and you know your license suspended
43716,all races are equal
43721,i haven't seen liberals this angry since yesterday
43725,auditioneded for jazz band not enough soul
43728,bruce jenner's cat
43758,how it feels after getting a paper cut
43759,"let me make this clear: if you are on my friends list, you are my friend. i do not copy and paste your post to prove i pay attention to you  if you need attention that bad, i suggest a puppy."
43780,picture of the day
43782,what happened in auschwitz is inhuman
43791,"The text in the image is:  ""when the gunman realizes that nobody else is armed, he will lay down his weapon and turn himself in. That's just human nature.""  ""That woman just went full retard!"""
43792,exercise? thought you said extra fries
43798,when instagram notifies you that someone is going live  the fuck that gotta do with me
43805,the original scarecrow
43810,how to cook turkey in usa  how to cook turkey in romania
43812,they bow to a black woman while blacks praise... well ...you know who
43815,if there's even one homeless child in America we have no room for illegal aliens
43816,"admit it, you sometimes listen to strangers conversations  and think to yourself, ""you are a stupid motherfucker"""
43817,when the muslim kids in your class start hanging out with you
43819,"The text in the image says:  ""what's left of my opponents after our rap battle"""
43826,"The text in the image is ""king kong."""
43852,when mom calls you  by your full name
43856,The text in the image is:  ``` this is nahir nahir is born in germany nahir is german  this is fluffy fluffy is born in horse stable fluffy is a horse ```
43857,that's why we bomb you
43859,bombers be like i'm done with homework
43895,from here i will see  muslims fuck up europe. attack innocent people & europeans waking up
43905,black on black
43906,49 years in public office name an accomplishment
43907,this is the greatest news manufacturing in 20th century
43910,I just started a company selling landmines that look like prayer mats  prophets are going through the roof
43920,"The text in the image reads:  ""breaking news: listening to Queen can cause autism because of the high mercury content"""
43928,The text in the image is:  orange jews 100% concentrated
43952,"The text in the image reads:  ""america has stolen the jews the jews of god. his jewelry. the negroes they are the true hebrews. google it"""
43956,"sex with a muslim man? i'd pick the goat, too."
43958,i am the biggest piece of shit  in london!
43961,The text in the image is:  r*e*s*p*i*c*t wish i had a dictionary
43971,that's black people for you what did you expect?
45016,chillin with my chromies
45017,just ate. pooped. now time for netflix
45023,my wife's sister tried to kill me yesterday...  what kind of sick bitch puts chloroform on her dirty panties?
45029,when you're jeffrey dahmer and you get asked..  where you dumped the bodies
45031,they're not alllll rapists... right? NYC TAXI 3J47
45036,"once a year, women go completely crazy  for about 365 days"
45037,i caught my goat cheating on me!
45062,me and my kids  are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!
45069,"fucksake, this porn hasn't downloaded properly"
45072,"""took my wife to subway today, i asked the girl to make me a sandwich she said no problem  i turned to my wife and said ""now how mutherfuckin hard was that?..."""
45093,when you're watching the roots remake but you're in an interracial relationship
45103,vikings walk in. fuck shit up. walk out
45108,any white girl that look like this will rob you and help you look for whatever she stole
45109,I think it's funny to haggle overprice with with hookers  when you're just going to kill them anyway.
45120,don't do crime or you'll be in prison like me
45126,when you don't know who to call the police or the rspca
45128,"we swore we'd  never forget, then we took them in and elected them to office"
45136,this is my neighborhood after a great community event we tried to keep it clean!
45139,this is the worst cancer i've ever seen
45167,when republicans freed the slaves this is how democrats responded
45172,"109 countries, rabbi fuckhead wanna make it 110?"
45176,she knows exactly what she's doing  beware
45179,congratulations it's a boy
45180,"rep omar accuses trump of being 'bigoted' toward lgbt...  do you agree with her, or is she out of her mind?"
45182,for just ten cents a day you can have delicious hand jerky
45189,"when your wife wont have sex, but your 16 year old step daughter just came home blackout drunk..  WONKA'S GOLDEN TICKET Greetings to the lucky finder of this GOLDEN TICKET, from Willy Wonka."
45197,that look when you find out the fbi is after you.. and michelle obama ain't answering her phone no more.
45198,usa 2030  why didn't grand dad stop them mom?
45201,"The text in the image reads:  ""orange is the new black"""
45203,Is it offensive to ask a pregnant Jewish woman if she has one in the oven
45206,"anjem choudary wants this removed because he says it insults islam.  so i thought fuck it, why not share!"
45207,a new target for entry level police academy
45208,when your vegan boyfriend tries to change a flat tire
45209,look muddafucka even i know that's fucking retarded
45213,you can see black lives matter
45216,it's gettin hot in here so take off all ur clothes
45219,love doesn't have a color
45231,this is a stonger man than any one can hope to be
45263,"The text in the image is:  - ""asians be like"" - ""switching to fullscreen mode"""
45267,The text in the image reads:  - survives ebola - gets adopted by angelina jolie
45269,who said i'm uneducated  i have my master
45281,no woman commits suicide  of they fail to find broke guy for marriage
45283,once you go black  so does your face.
45286,"i would love to be excited about the women's soccer team's victory. but, this guy ruined it for me"
45289,has orgasm shoots tranny fluid
45291,"no more tears next time walk, do not run"
45297,radical muslim follow my allah or i kill you!  moderate muslim follow my allah or he kill you
45301,"The text in the image says ""make america great again."""
45307,black people anything that doesn't belong to them
45316,"The text in the image says:  ""white people be like 'hunting is a sport'"""
45317,i'm trying to decide if i should start some shit today or not.
45318,when your kitten can't find a box
45320,do you see him?  i don't see him
45326,old albino gorilla
45368,enough is enough  children are more important than freaks
45370,"i will find you and..  and what.  my apologies, i have dialed the wrong number"
45371,don't do drugs boys and girls
45379,just got out of the pool wants to go swimming again
45382,when you just ate dinner and that starving children commercial comes on
45389,when your dad goes off to do his suicide bombinging  f*ck your sister and it's your turn to and your mother
45396,"a black man created the toilet, he made it white on purpose"
45601,obama voters
45603,"what are they fighting over? is it:  a) the last pan ducle b) he accidentally touch the homies hand passing a beer? c) foo used the last of the three flowers. d) homie said ""i got you on gas"" but he only has $3!"
45608,"chelsea clinton...  so ugly that when she gives head, it counts as anal"
45609,loses hair from chemo  doesn't have to shave pussy
45610,a lot of men wearing a white shirt
45612,"The text in the image reads:  ""rise of the planet of the apes (1963"""
45630,i cant wait to name you its almost been 9 months
45671,"The text in the image is:  ""jesus loves you because you're poor white trash"""
45672,he was big and black  my ass had no choice
45687,armed patrols on the streets
45691,"call me ""sir"" one more time and i'll show you a sir! macho ma'am tranny savage"
45698,i have suddenly forgotten how to swim
45702,"if she's still making noises, you didn't hit her hard enough"
45706,chevy guys he like  we just got done muddin
45708,how i feel when i hear the name obama
45723,happy birthday  i made you a drink
45730,the last thing a tr*nsexual sees before it gets sent to hell
45732,when you have a small dick and tell a jewish girl to suck it  i can't
45739,when you hear noises at night  and its just goats
45780,you think your day was bad?  these two didn't get accepted to the same college
45792,the fucking dishwasher is acting up!
45802,"a summary of every jewish holiday  they tried to kill us, we won, let's eat"
45806,white people after they put the divider in between your groceries
45810,ladies! if your man is offended by this he is a faggot end of story
45817,when all your peaceful solutions fails you  kno what old problems require old solutions
45819,when you're caught staring at a goat and your wife gives you that face
45827,show me the ape son
45829,i made it out alive  the democrats didn't get me.
45831,"when you're conjoined twins, we often have the same thoughts"
45832,The text in the image reads:  r.i.p  trayvon martin
45836,"The text in the image reads:  ""abyssynian slaves in iron collars"""
45837,sacred cross? sounds like bullshit  let me call my friend who's an  expert in bullshit and fairy tales.
45871,train therapy dogs to provide support to shy goats
45891,so your not a whore?  half a gram says you are
45912,this offends me ban them do you agree?
45923,the only woman who knows where her husband is... is a widow  the rest of u can sit down... and make me another cup of tea
45927,you got a problem?
45930,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you
45931,i'm not a racist my shadow is black
45938,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?"
45960,has more skeletons in her closet  than jeffrey dahmer
45976,terrorism is one of the only areas where they do most of the work and none of them get the credit
45978,"""too many people with bachelor's degrees without jobs""  ""everyone should get a bachelor's degree for free"""
45987,we kill you o and you elect 3 of us to congress stupid infidels!
46013,"The text in the image reads:  ""When you can't decide whether to feel sorry for this man or just hate him."""
46017,"The text in the image is:  ""men are such pigs, i hate them all why can't i ever get a date, i'm so lonely"""
46021,farmersonly.com... where white trash meet other white trash
