id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
5968,"person, umbrella",,,,,,what would you do if i got pregnant
5972,"person, person, bottle, person, bottle, bottle, chair, bottle, bottle, chair, donut",,,,,,when you have to take another picture for mom
5973,"person, person, dining table, cake, cake",,,,,,how black people became christians
5976,"person, person",,,,,,what does your wife and a hand grenade have in common  remove the ring and your house is gone
5978,"person, person, car, bicycle, car, bicycle",happy,black,man,24,18-24 years,i think it is safe now  challenge accepted
5984,"person, skis",,,,,,removes polish with chemicals nobody bats an eye  removes polish with chemicals everyrody loses his shit
5986,"person, person",neutral,latino hispanic,man,32,25-34 years,"we need to be like new zealand new zealand banned rifles,  then move to new zealand bitch"
5987,"person, dog",sad,white,woman,27,25-34 years,"The text in the image reads:  - ""interracial dating"" - ""somting like that"""
6123,"dog, dog, dog",,,,,,a group of men
6125,"cat, cat",,,,,,imma ask this question only once  who's got my fucking lighter
6127,"dog, person, bed",,,,,,when you ask the stoke patient to smile
6135,person,,,,,,everyone should take care of their skin
6147,"surfboard, book",happy,asian,man,32,25-34 years,it's the this is the qur'an islamic sacred book
6153,,,,,,,"The text in the image reads:  ""i had a bad dream about the ku klux klan"""
6157,person,sad,white,man,47,45-54 years,"The text in the image reads:  ""dark humor is like food not everybody gets it"""
6158,"person, tv, person, person, chair, person, person, person, person, handbag, person, person, person, person, person",happy,white,man,25,25-34 years,new zealand edition call of duty
6175,"person, person, person",,,,,,when someone drops a penny
6179,"person, person",,,,,,the face you make after you nut and the goat keeps sucking
6194,vase,,,,,,burning things that don't mean anything to you
6195,"person, sink",,,,,,what do i do when my dishwasher stops? i should get back to scrubbing
6197,"person, tie",,,,,,want proof firefighters do it better? ask a police officer's wife
6198,,,,,,,"""vieques u.s. territory march 2019""  constant military bomb explosions!! """
6213,"person, person, person, person, person, person, person, person, person, person, person, person, backpack, person, backpack, person",happy,white,man,33,25-34 years,the us navy Marines keeping tranny hookers laid since 1775
6218,"person, person",,,,,,that's a little savage
6231,"person, bottle",angry,white,man,42,35-44 years,do i need to dig up hitler to show you how to use an oven
6237,person,,,,,,"when leadership says it's not mandatory  but it's ""highly encouraged""!!!"
6239,"person, person, person",,,,,,cameraman: i don't understan- psychic kid: trust me  this will be really funny someday
6243,person,,,,,,"The text in the image says: ""laughs in goat f**ker."""
6248,"person, person, person",happy,black,man,33,25-34 years,your black neighbor after you called the cops
6273,"person, person, person, person, person, handbag, book, surfboard, umbrella",sad,black,man,31,25-34 years,the jihad squad
6275,"person, tie",neutral,black,man,27,25-34 years,"so you listen to rap music but you're offended by ""baby it's cold outside"""
6291,"person, bed",neutral,white,man,35,35-44 years,when you throw yourself in a casket bc you're over it
6293,"person, tie",,,,,,"The text in the image reads:  - ""do you know how to end transphobia?"" - ""killing all trans people"""
6295,"person, tie, person, person",happy,white,man,24,18-24 years,are u a wizard?
6315,"person, person, person, person, person, person, person",,,,,,solution to mexicans paying for the wall leave all the illegals hanging around the border
6319,"tie, person, person, tie, cup, person, tie",,,,,,proof you don't have to fly a plane into a building to destroy a nation!
6325,person,fear,white,woman,39,35-44 years,trump donated his salary to alcoholism research  i see it as a personal attack
6329,"bird, person",,,,,,president condemned capital punishment
6345,"person, person, car, backpack, truck",,,,,,"driver: ""what am i supposed to do with this speeding ticket?""  officer: ""keep it, when you collect four of them, you get a bicycle."""
6348,person,,,,,,the look you give when  your husband would rather  fuck a goat then you
6349,"person, person, tie",happy,black,woman,31,25-34 years,they still think i'm not a muslim  they still think i'm a chick
6352,"person, tennis racket",,,,,,"and then i asked mom, can we go play?"
6357,"person, tv, person, chair",,,,,,It's time to stop this
6359,"cup, chair, person, cell phone, person, person, spoon, laptop, chair, dining table, chair, chair, chair, chair, dining table, chair, chair, spoon, dining table",,,,,,what women think they'll do when the economy collapses vs what they'll actually do
6374,"person, person, person",,,,,,"The text in the image reads:  ""islamic windchimes"""
6375,"person, person, person",neutral,white,man,22,18-24 years,we have peace  but we can give wars
6378,person,,,,,,let's end racism
6387,"chair, potted plant, remote, chair, person, couch",happy,middle eastern,man,33,25-34 years,when your leader is killed by a drone and you get to fuck his herd of goats
6392,"person, tennis racket",happy,asian,man,35,35-44 years,don't forget guys  may is buy your wife a new gun month
6412,"person, person",fear,white,man,33,25-34 years,when you eat your rehab romance booty in the laundry room but she's day 3 sick
6415,person,angry,white,man,46,45-54 years,#neverforget what your ancestors went through #christianity  if you even think about dating a white man you disgust me
6418,"person, person",,,,,,1 bomb every minute
6425,"tie, person, person, person, person, tie, person",happy,white,man,25,25-34 years,"if you have a problem with me..call me  if you don't have my number, then that means you don't know me well enough to have a problem"
6427,person,angry,white,woman,31,25-34 years,"The text in the image says ""little girls are the devil."""
6431,"person, person, person",neutral,white,woman,31,25-34 years,when the employee asks  what bra size you wear
6435,"person, person, person, person, person, person, person, suitcase, person, suitcase, person",,,,,,"slave salesman:'slams hand on head' this baby can pick so much fucking cotton, only only comes in one color tho."
6439,"person, clock, wine glass",sad,white,man,39,35-44 years,back to the... hall of fame 19th annual rock and roll
6458,"wine glass, person",happy,white,man,30,25-34 years,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?"
6471,"person, person, person, tie, person",,,,,,"The text in the image reads:  ""colin kaepernick and his evil white oppressors oh wait, those are his parents!"""
6479,"person, car, tie, truck",happy,white,man,37,35-44 years,when you've finally become a cop and see a black guy  this is where the fun begins
6481,"person, person, truck",,,,,,where's kaepernick? i need my car washed
6482,"person, tie",,,,,,i dont always make sandwiches because im not a woman
6483,person,happy,white,woman,27,25-34 years,"one day, long, long ago, there lived a woman who did not whine, nag or bitch.  but it was a long time ago, and it it was just one day. ~the end~"
6489,"person, laptop",,,,,,a head diaper  is required  when you have  shit for brains
6491,"person, cell phone, cell phone",neutral,asian,man,31,25-34 years,"The text in the image is ""tranny for sale."""
6513,"person, sports ball, vase",,,,,,smile no matter what your going through
6514,person,,,,,,halal... is it meat you're looking for?
6519,horse,sad,white,man,32,25-34 years,moutain goats hide when they hear allah akbar  because they here the goat fuckers are coming
6524,"person, person, tv",neutral,black,woman,33,25-34 years,how black women fight crime
6531,"person, person, book",neutral,white,man,52,45-54 years,"i don't always have sweaty balls  but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina."
6534,person,sad,white,woman,30,25-34 years,Sorry white guys but I only date black guys
6537,"person, person, tie, tie",,,,,,lust and love
6539,person,angry,white,man,34,25-34 years,excuse me! anyone can wear a dress!
6541,"person, person, person, tie, tie, tie, handbag",happy,white,man,37,35-44 years,"hey i just met you and this is crazy, but here's my number i'll gas your baby"
6543,horse,,,,,,"you are finally here, brother-slayer. spawn killer.  all that strength and you're still nothing but a nigger"
6547,person,happy,white,woman,25,25-34 years,"The text in the image reads:  ""hide and seek european champion 1942-1944"""
6579,"bowl, person, person, person, person, person, person, person, bowl, bowl, dining table",neutral,white,woman,35,35-44 years,don't know how to deal with black people  but i guess i'll take a shot at it
6582,"person, person, person, person, person, person, person, person, skateboard",,,,,,they are terrorists  anyone who doesn't agree is an idiot
6584,"chair, person, wine glass",,,,,,when you consume too much trans fat
6589,person,,,,,,The text in the image is:  on ala akbar i will fuck ur goats
6593,person,,,,,,"The text in the image is ""dss""."
6597,person,surprise,white,man,23,18-24 years,we're all here cause we ain't all there
6712,"person, person",,,,,,smell that? that's why we have to use condoms
6714,"person, tie, baseball bat",happy,asian,man,29,25-34 years,"vote for me  free kfc, grape kool aid, & watermelon"
6715,"person, person",,,,,,take them to the zoo they said they'll learn something new they said
6723,,,,,,,the hardest part to eat in a vegetable
6725,"person, tie, laptop, person, mouse",,,,,,"open's inbox  ""let me suck your dick"" opens profile:  it's your crazy ex gf"
6728,"person, cell phone",,,,,,the only kkk to ever let black men in
6739,person,fear,white,man,45,45-54 years,"i don't usually act like an asshole...  ...but when i do, i'm probably fucking with someone from the shallow gene pool."
6749,"person, person, backpack, person, person, tie, person",,,,,,when they laugh at your 9cm but you haven't even reached puberty yet
6752,"person, person, person, person, suitcase, suitcase, handbag",,,,,,"the amish  proof that you can be completely devoted to your religion wear beards, dress modestly and reject modern society without strapping explosives to children"
6759,"person, person",happy,white,woman,32,25-34 years,girl: how do you eat pussy? me: like a retard tasting ice cream for the first time
6781,"person, bottle",,,,,,how cops subdue whites  blacks  see the night and day responses
6791,"person, person, person, person",happy,black,man,33,25-34 years,great news! my iq tests came back negative
6793,dog,,,,,,"when asked what i did over the weekend  i reply, ""why, what did you hear"
6794,,,,,,,if you think the other puns where bad  just wait till you sea mine
6795,dog,neutral,white,man,27,25-34 years,that look when you find out  your husband isn't  coming home from the mosque
6798,"person, person, person, person, person, person, person, handbag, skis, person, tie, person, person, person, person, person, tie",,,,,,"The text in the image reads:  ""news from 20th century"""
6823,person,,,,,,removes polish with chemicals nobody bats an eye  removes polish with chemicals everybody loses his shit
6824,"bottle, person, dog, person, bottle",happy,white,man,29,25-34 years,these aren't bears! these are just two fat gay fucks! pride
6825,"person, person, person, person, handbag, person",happy,white,woman,27,25-34 years,"""at first, I didn't want to wear a hijab."" ""but my husband convinced me otherwise."""
6832,"person, person, person, tie, tie, person",neutral,white,man,36,35-44 years,government shills hate him!!!  <<< this aussie shitposter removes 50 muslims with this one weird trick and basically  you are fucking accelerated!
6842,"person, person, tie, tie, person, tie",angry,asian,man,43,35-44 years,"when your trying explain  why you were out last night with the boys. ""look honey"""
6845,person,,,,,,"""whatcha thinkin' about, liberal cuck""?  ""antifa getting their asses kicked, crying about the election, loving islam goatshaggers, butt sex, crying, more crying, and stuff..."""
6847,,,,,,,The text in the image is:  - Matte black - Gloss black
6852,"person, wine glass, tie",happy,asian,man,30,25-34 years,"man committing genocide armed with nuclear weapons, gunboats, helicopter gunships, tanks, bombers, bulldozers, drones and as many arms as he can buy with the $4 billion per year america gives him..  plays the victim"
6859,person,happy,white,man,34,25-34 years,the entire world: the great war killed millions  germany: you gotta pump those numbers up!
6871,"person, wine glass, book, wine glass",,,,,,"abdal, you moron! i said ""bag the oat and wheat""!  not ""shag the goat meat""!"
6873,"sheep, horse",,,,,,just got a bootleg copy of muslim porn deep goat
6874,person,,,,,,ach!! thats my car volkswagen cars produce  more gaz than expected
6875,"cake, dining table",,,,,,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs'
6892,"person, person, tennis racket, dining table",,,,,,when you're trying to listen to the teacher in your school and the foreign exchange student keeps on crying
6893,,,,,,,you rape em we scrape em no fetus can defetus
6897,"person, person",,,,,,"if you think the crakkka of today  is different from the crakka 500 years ago, you're a damn fool"
6914,"person, pizza",,,,,,"The text in the image reads:  ""never forget"" - you said. i am the proof you have forgotten"
6927,"person, tie",,,,,,"The text in the image is:  - ""this is me"" - ""not having any white guilt"""
6931,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, chair, person, person, person, tie, person, person, person, chair, person",neutral,asian,woman,38,35-44 years,the newest hate group  the dumb stupid klan
6934,"tie, person, tie",,,,,,hitler nonchalantly killing millions of jews with no remorse
6937,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"coming soon to your neighborhood  300,000 islamic heathens demanding the usa change to suit thier sick religion"
6945,,,,,,,"""culebra u.s. territory"" u.s.miltary bomb explosions march 2019"
6948,"person, person",angry,white,man,27,25-34 years,you mean i don't have to pick it and i can eat it?!
6951,,,,,,,never forget united we stand
6952,"motorcycle, person",,,,,,motorcross bikes are ridden by drug dealers and gang members because they can easily elude law enforcement  mothers against death sports  if your child has an interest in motorcross they may have joined a gang or be involved in the illegal drug trade
6973,"person, person, person, person",angry,asian,man,33,25-34 years,what it looks like when cancer gets aids
6985,bird,,,,,,"their average iq is about 70-80, few points above being retarded"
6987,person,,,,,,that look you give when you got your fix  but not your kids
7124,"tie, person",,,,,,how to wink at a muslim
7125,"person, person, person, person, person",,,,,,"The text in the image is:  - ""muslim in congress 2019"" - ""muslims in 2001"""
7126,"person, person, person, person, person, person, person, sheep, person, sheep, person, sheep, sheep, sheep, person, person, sheep, sheep, sheep, backpack, sheep, person, sheep",happy,indian,man,29,25-34 years,"these are kids, these are pigs please dont get us confused"
7134,"bed, person",,,,,,sexbomb sexbomb  you are my sexbomb
7135,"person, person, person, person, person, person, skis, person, handbag, person, person, person, tie, person, person, person, tie",sad,asian,man,27,25-34 years,this is the greatest news manufacturing in 20th century
7159,"person, person",happy,white,man,27,25-34 years,when the school shooter finally leaves and the hottest girl in class is laying dead on the floor  it's free real estate
7164,bird,sad,asian,man,46,45-54 years,i promise  i promise.  i promise. i deliver.
7192,"person, person, motorcycle, tennis racket",,,,,,when you're a nazi officer and someone gives you the name and location of a Jewish family
7193,"person, frisbee, bottle",happy,black,man,28,25-34 years,things i love to hunt
7194,person,,,,,,running is one of the best ways to stay fit
7198,person,,,,,,"The text in the image reads:  ""islam is a religion of peace stop criticizing my religion"""
7215,"dog, cell phone, person, dog, person",,,,,,"dogs are cute, great companions, and can be taught to obey and protect.  a better option than a gun"
7218,person,,,,,,"when you and ya classmate are hiding from the school shooter, but you wanna die so you sneeze to get his attention  hehehehehe my bad guys"
7219,bear,,,,,,a gorilla dreaming that she was kim burrell
7234,"person, person, tie, tie",neutral,white,woman,29,25-34 years,that's enough facebook for today  this sammich isn't going to make itself
7236,person,happy,white,woman,26,25-34 years,"when you realize that ""ginger"" is just the n-word, rearranged"
7238,bear,,,,,,"uh oh, guess what day it is trump day"
7239,"tie, person",sad,middle eastern,man,30,25-34 years,a head diaper is required  when you have shit for brains
7241,person,,,,,,it warms my heart seeing fathers spendinging time woth their kids
7248,"person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image says:  ""it is disgusting to laugh at gender dysphoria"""
7249,person,,,,,,obama throws first pitch at an all-star game
7254,"person, cell phone",,,,,,"muslims believe that if they get killed by a woman, they go straight to hell  well ladies, it's time to lock and load"
7258,person,disgust,latino hispanic,man,23,18-24 years,"some crazy rez girls be like:  ""if you ever leave me, i'll punch myself in the face and tell cops you did it"""
7259,"dog, car, car, cup, person, truck, person",,,,,,come here girl let me smell yo butt
7261,person,,,,,,so you are telling me  american gypsies are just white trash
7265,bird,,,,,,"The text in the image reads:  ""muslim terror attacks are more frequent white terror attacks are more efficient"""
7268,"person, car, person, car, car",,,,,,middle eastern prostitute
7269,"person, bowl, cup, bowl, chair, dining table, cup, bottle, spoon, bottle, spoon, cake",,,,,,this salad is so fresh it had to live with its aunty and uncle in bel air
7285,"scissors, scissors, scissors, scissors, scissors",,,,,,"The text in the image is:  - ""shame on you fork"" - ""Kitchenware"" - ""tongued devils"""
7286,"person, person",angry,middle eastern,man,41,35-44 years,hiltler eating a meal with his family
7291,"tie, person, sports ball",fear,black,man,60,55-64 years,It's a piece of cake if she's not awake
7293,"bird, kite",,,,,,"anyone that says white people can't jump  obvisly hasn't seen the 9/11 footage ""white people can't jump"""
7294,horse,,,,,,bruder you killed me  so the jew could control your media so the jews could control your banks so the jews control you money so the jews could control your government so your children could die for israel so foreigners could destroy your cities so foreigners could run your civil and public services so you become a prisoner in your own homes so your people and race are lost forever
7312,"person, person, tie, tie",sad,white,man,36,35-44 years,yeah bitches totalinarism is a sham
7314,"dog, person, couch, bottle, bottle",,,,,,spendinging alot of time with your pets
7318,"person, tie",,,,,,"you say i'm racist because i don't want illegals here?  i have some news for you. ""illegal"" isn't a race, morons"
7319,"person, bowl, chair, person, person, person, dining table, chair, person, book",happy,white,woman,30,25-34 years,"musslamic democrat, ilhan omar,  has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!"
7325,"tie, person, tie",,,,,,but i need you
7345,"person, tie",,,,,,"The text in the image says:  ""fuck banks and all their fees"""
7351,,,,,,,"""plays uno steals all the green cards"""
7354,person,,,,,,is there anything more beautiful than the islamic call to prayer?
7356,"sandwich, sandwich, dining table, sandwich, person, person",,,,,,my husband told me to make him a sandwich i need a good comeback  i would come back with a sandwich
7382,"person, person, suitcase",,,,,,"LIEBIG COMPANY'S FLEISCH-EXTRACT. wouldn't be the last time those people used the oven this way  Hänsel und Gretel. No5. Hexe mag sie noch so schrein'n, In den Ofen muss hinein."
7385,"person, tie",,,,,,"The text in the image reads:  ""I said glass of juice not gas the Jews"""
7389,dog,,,,,,will you tell the cat bullying is not okay?
7391,"person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, person",neutral,black,man,34,25-34 years,"I'm not racist, but... MAKE RACISTS AFRAID AGAIN racist memes are allowed, right?"
7392,"person, person",happy,white,woman,38,35-44 years,once you go black ur a single mom!
7396,"person, person",,,,,,this project is tough but it will save the world
7412,"person, bench",,,,,,"The text in the image reads:  ""white trash nation P 140403 99 LOS ANGELES Anna Nicole Smith Photo: © Lawrence Gistrell / Liaison Agency"""
7413,,,,,,,hello! may i please speak with jesus? cause these folks gonna make me break at least 4 of the ten commandments.
7419,"person, person, person, person, person, bird, person, person, person",,,,,,"on this day, the 25th of march, 1920, the black and tans arrive in ireland...  they are given a warm welcome"
7429,"person, bed",,,,,,I'm about to have my 5th abortion fuck you batman i'm the real crime fighter
7431,"person, person, person, person, person, dog, car",,,,,,leave no dog behind
7436,"horse, person",,,,,,"if the government says, ""you don't need a gun""  you need a gun!"
7438,"person, person, person, person, person, person",happy,white,woman,30,25-34 years,how women win an argument
7451,"person, person, person, person, person",,,,,,"The text in the image reads:  ""actors costumed in the full regalia of the kkk"""
7452,"airplane, airplane, airplane, airplane, airplane, airplane, airplane",,,,,,germany builds the first jet but couldn't make a steel door for a gas chamber  expose the lie
7456,"person, person, person, person, person, chair, chair, couch",,,,,,"domestic violence 2017 what level you on now? this chicken is cold, bitch!!"
7458,person,angry,white,woman,49,45-54 years,"The text in the image says ""transgender satan is not amused."""
7463,"sheep, person, sheep, person, sheep, sheep, sheep, sheep, sheep, person, person, person, sheep, cow",happy,middle eastern,man,35,35-44 years,meanwhile at the isis strip club
7465,"person, person, person",,,,,,"until you give the white man back his god,  everything i post is going to offend you."
7469,"person, cell phone",,,,,,where is the criminal?
7481,"cow, sheep, cow, cow",,,,,,when you see your goat with another man
7486,person,,,,,,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!
7496,"person, person",happy,latino hispanic,woman,31,25-34 years,this muslim guy is in heaven
7516,"person, traffic light, traffic light, clock",,,,,,teacher: alright class take out your calculators  mohammed:
7521,"person, baseball bat",,,,,,turns out out they were expecting something  very different went gay clubbing with some friends
7523,"person, surfboard",,,,,,man caught having sex with a feminist at the beach
7528,"person, truck, bus",happy,white,woman,33,25-34 years,the latest and greatest. a truck that comes with a dishwasher!
7539,"person, bottle",surprise,white,man,24,18-24 years,redneck word of the day: twerk  imma have a few heers before i get back twerk
7561,person,,,,,,"enje remembers he brave soliies who fought before him. Tonight, he would reenact their bold acts by smashing through his Jewish neighbors glass window"
7562,cow,,,,,,rest in peace
7582,cup,,,,,,when you're not only the gay friend but also have the sickest memes
7591,person,fear,white,man,31,25-34 years,democrats claim daca kids shouldn't t have to pay for their parent's crimes..  ...but white people are still responsible for 17th century slave owners??
7592,"person, cup, laptop, chair, bowl, vase, tv, dining table, chair, dining table",,,,,,justin come here  the chevy faggots are mad again.
7594,"person, person, person",neutral,white,man,34,25-34 years,"if you think it's okay for iran to have nukes, but not okay for law abidinging americans to have guns  you might be a dumbass"
7596,"dog, frisbee",,,,,,the face you make when one of those damn apes cancels your show
7612,"person, person, person",happy,latino hispanic,man,34,25-34 years,"what is that wonderful smell? it smells like... caramel! oh, today we burnt the diabetics"
7615,,,,,,,i put the ape in rape
7618,"person, person, person, person, person",angry,indian,man,39,35-44 years,protesting death to the middle east
7623,"tie, person, baseball glove, motorcycle",,,,,,a handful of rich people should not run the country  a handful of politicians should
7628,person,,,,,,"when you tell your islamic friend, you cannot go on the same plane as them.  all right then. keep your life"
7632,person,angry,white,woman,29,25-34 years,when someone makes eye contact with you while you're doing cardio  look away!
7634,"person, person, sheep, sheep, sheep, sheep, person, wine glass, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep",,,,,,talking about animal rights is fun
7645,person,,,,,,dem rep calls trump supporters 'just plain dumb' & 'racist' in letter on house floor..  what's your response?
7649,,,,,,,i see no difference
7651,"tie, chair, person, person",,,,,,how you gotta treat girls with smart mouths
7652,person,sad,latino hispanic,woman,26,25-34 years,The text in the image is:  ban the burka you must be fucking joking
7653,"person, umbrella, person",fear,white,man,30,25-34 years,"in the last days there will be god hating scoffers, ridiculers, deniersers and mockers  following after their own lusts"
7658,"person, person, person, person, person",,,,,,I was asked who my favourite X-Men character was. Apparently my answer was inappropriate
7659,book,,,,,,latinos will do anything to get into trump's america  immigration law sourcebook twelfth edition
7685,"tie, person, person",,,,,,"when i finally snap and actually kill myself after years of saying ""i wanna die"" my friends:  you did it, you crazy son of a bitch, you did it!"
7689,truck,,,,,,man: i'd like to trade her in for newer one
7692,"person, person, bicycle, car",fear,black,man,29,25-34 years,"hurry up son, the owner is coming"
7693,"person, cow",,,,,,"The text in the image says ""marokko speed dating."""
7694,"person, person, person, backpack, person, person, backpack, person",,,,,,if i had a gone i could convert this fruit to vegetable
7698,bear,,,,,,"go ahead, call the cops see who cums first"
7824,"person, horse",,,,,,It's hump day!!! oh fuck!!!
7825,"person, umbrella",,,,,,"The text in the image reads:  ""men and women are sacrificing their lives doing this so that we can live peacefully in the comfort of our homes."""
7826,"tie, book, person, person",,,,,,any time you have to rely upon your enemy for a job  you're in bad shape!
7834,person,,,,,,guess whose house wasn't raided by the fbi?
7836,"person, person, person, person, person, person, person, person, person, person",sad,middle eastern,man,37,35-44 years,hi hacker bro we are muslim brotherhood
7839,person,neutral,latino hispanic,woman,32,25-34 years,don't fuck with me...  my husband is married to vladimir putin
7849,person,sad,white,woman,30,25-34 years,"The text in the image says:  ""Sorry white guys but I only date black guys"""
7851,"person, person",happy,middle eastern,man,26,25-34 years,feeling fresh for picture day
7852,person,neutral,white,woman,29,25-34 years,"old people at weddings always poke me and say ""you're next."" so, I started doing the same thing to them at funerals"
7853,dog,,,,,,"9/11 gets a mourning day while gay get a ""pride"" month because homosexuality is a bigger tragedy"
7865,"person, bed",,,,,,a real man...  loads the dishwasher every night!!
7893,person,happy,white,woman,25,25-34 years,The text in the image reads:  - wax figure reconstruction - of anne frank
7895,person,,,,,,the feeling of dry skin be like
7912,"bird, bird",,,,,,"The text in the image reads:  ""european rats in the 15th century i'm about to end man"""
7915,person,,,,,,they're just like eggs  better when beaten well
7916,person,,,,,,theleft will never condemn sharia law  the muslim vote matters more to them than preserving the constitution
7924,vase,,,,,,when you've accepted your sexual preferences and are happy with your life now
7926,"person, person, person, person, person",sad,white,woman,36,35-44 years,lisa page admits obama's doj ordered fbi not to charge  hillary clinton in email scandal...  hi i'm barrack obama and my ass is grass
7931,"person, person, person, person, person",,,,,,"The text in the image reads:  ""The Black Man's Lament 5 how black people became Christians"""
7935,"chair, person, tie, person, person, chair, person, person, person",sad,white,man,41,35-44 years,"""did you know princess diana had dandruff?""  ""oh yes, yes, they found her head and shoulders on the dashboard"""
7956,person,happy,black,man,43,35-44 years,when you find out there's an opening for the role of chewbacca
7965,"person, bird, potted plant, potted plant, potted plant, potted plant, handbag, potted plant",,,,,,whites without blacks blacks without whites
7968,"person, couch",neutral,black,man,25,25-34 years,ernie mocks tyrone's lack of a father in front of the whole class
7983,"person, person, person, person, boat, person, person, person, person, person",,,,,,did we run out of gas?  someone get out and push
7984,person,happy,black,man,29,25-34 years,"we are not a rich nation but we know better than to tolerate islam so if you have ever wanted to visit africa, keep amgola in mind"
8125,person,sad,white,woman,44,35-44 years,manual tranny automatic tranny rebuilt tranny
8126,person,happy,black,man,29,25-34 years,kenyan shit
8134,"person, person",happy,latino hispanic,man,21,18-24 years,mark zuckerberg approves!
8137,bird,,,,,,cannibalism
8146,"person, tv",,,,,,"The text in the image reads:  ""I am a gamer not because I don't have a life but because I hate women and minorities"""
8147,"dog, couch",,,,,,when you are back home from cheating
8162,person,sad,black,man,24,18-24 years,on my way to daycare got me like
8163,"dog, cat",,,,,,i told my gay friend that i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony
8164,person,,,,,,"The text in the image is:  ""it's not a hijab it's a diaper for people with shit for brains"""
8172,"bus, car, bus, truck, car, boat",,,,,,bosses be like when you coming in?
8173,person,,,,,,i may not be a smart man ilhan but i know what a jew-hatinging islamist sounds like
8175,"person, tie",neutral,middle eastern,man,33,25-34 years,"The text in the image reads:  ""I'm not saying you are a slut but you go out with everyone"""
8176,"person, tie, tie, stop sign",sad,latino hispanic,man,31,25-34 years,notice how the kenyan skidmark  has been silent about the mueller report?
8196,person,happy,latino hispanic,woman,33,25-34 years,women can wear what they want  you dont have the right to ban the burka  its basic democracy
8219,person,angry,white,man,34,25-34 years,"The text in the image reads:  ""i make everyone the way they are  oh, you're gay? i'm going to burn you in hell for eternity"""
8234,"person, person, tie, tie, person, tie, person, person, person, person, person, person, bench, person, person, person, person, person, bench",happy,white,man,34,25-34 years,"a world leader, a supermodel, a mass murderer, a tranny, satan's's daughter, and a peanut farmer walk into a funeral......"
8241,"person, person, baseball glove",angry,latino hispanic,man,28,25-34 years,when people are still talking about epstein's pedo ring after 3 mass shootings in a week  you're going to need a bigger
8243,"person, person",,,,,,The text in the image is:  - damn - i need some shades
8251,person,happy,white,man,37,35-44 years,the name's todd...  retodd
8254,"person, cell phone, person, person, person, person, tie, person, person, person, person, person, person",surprise,asian,man,31,25-34 years,we've been saved! from what? critical thinking?
8259,person,,,,,,old yearbook photo of a cute child
8261,person,,,,,,"The text in the image reads:  ""life is like belgium some times you just have to march through it"""
8267,"person, person",,,,,,uncle daddy says that i have to wash my pussy  cos mummy says my brothers cock tastes different
8275,"person, person",,,,,,the pimp hand strong enough for man but made for teaching
8276,"person, person",,,,,,It's hard but it's worth it
8291,"person, person, person, sports ball, person, person, handbag, person, sports ball, skateboard, backpack, sports ball, apple",,,,,,white  people is this a shooting range
8294,"cat, oven",,,,,,"what are you doing there? you're a cat, not a jew"
8295,person,,,,,,please consider donating water to children in need
8297,"cell phone, person, person",,,,,,ahmed? i'm pregnant!!
8317,person,,,,,,a head diaper is required  when you have shit for brains
8345,"person, person, book, person, book, person, book, person",,,,,,this sunday..  don't forget to set your clock forward one hour
8349,"person, person, person, person, person, person, person, person, person",sad,white,man,49,45-54 years,"honor killings are part of our culture  well then, it will be my honor to kill you all"
8357,person,,,,,,"The text in the image reads:  ""nazi soldiers used flame throwers to clear trenches"""
8367,person,,,,,,you may kiss the bride
8369,"person, tie",,,,,,and just like that  fox news and trump stopped caring about the caravan
8372,person,,,,,,wave hello make someone smile
8375,"person, person",,,,,,"The text in the image reads:  ""rashida tlaib in traditional 'palestinian garb'"""
8376,"car, car, chair, backpack",,,,,,debris from todays tornadoes  ...oops nevermind... that's just a picture from the snake pit at the indy 500
8395,"couch, person",neutral,black,man,27,25-34 years,my dad is the best at hide and seek  he's been gone for 15 years
8415,"person, person, person, person, person, person, person, truck, person, person, backpack, motorcycle",,,,,,"The text in the image reads:  ""all people should be protected by those in blue"""
8423,"person, person, chair",,,,,,true love is an emotion
8439,person,happy,black,man,30,25-34 years,started playing hide and seek with dad  been looking for him for 25 years
8451,"person, person, person, person, person, person, person, person, tie, person, person, person",sad,white,man,34,25-34 years,when you ask a jewish girl for her number and she starts rolling her sleeve
8452,"person, tie, tie",angry,white,man,39,35-44 years,I don't know who gave my child a whistle  but I will find you and I will kill you
8462,person,,,,,,i will not let america turn into another nation of islam!!!!!!!
8469,"person, person, laptop",,,,,,"The text in the image reads:  ""trump supporters be like mexicans stole my teeth"""
8471,"bird, cat, sink",,,,,,they have sex with goats wipe their asses with their hands and drink camel piss  but I'm the unclean one!
