id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
9432,"person, tennis racket",,,,,,"The text in the image is:  - ""you've been"" - ""hungerstruck!!""",bad
9457,"person, horse",neutral,asian,man,35,35-44 years,i hate buffalos they ruin my land,neutral
9462,person,happy,latino hispanic,woman,25,25-34 years,halloween got you like,bad
9465,"toilet, person",,,,,,"omg quick, someone call hasmat smells like a concentration camp",bad
9467,"person, person, person, tie, chair, tie, tennis racket",happy,latino hispanic,man,34,25-34 years,"The text in the image says:  ""When mom asks where all the Jews went""",bad
9468,"person, person, person, surfboard, person",,,,,,"The text in the image says ""prospective without white "" """,bad
9478,person,,,,,,"The text in the image is:  - ""manual Trans"" - ""automatic Trans"" - ""rebuilt Trans""",bad
9482,"sheep, person",happy,white,man,23,18-24 years,marital status??  in a relationsheep..,bad
9486,person,,,,,,don't get me started about your problems,neutral
9513,"horse, person",neutral,asian,man,26,25-34 years,The text in the image is:  - goats are friends - not food,bad
9514,person,neutral,white,man,50,45-54 years,someone shoot this bitch,bad
9516,"umbrella, umbrella",,,,,,#TACOBELLHOTEL and that's why i gas people,bad
9518,"bed, person, person, bird, person, person",happy,white,woman,35,35-44 years,after sex selfies  usa  croatia  germany,bad
9523,person,,,,,,we shall snort cocaine and have our assholes tongued by the angels.,bad
9527,person,,,,,,listen up cupcake we are losing our country to goat bumpers!,bad
9531,,,,,,,we should put a stop to capital punishment,bad
9547,"person, person, person, person, person, person",,,,,,if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult  then i'm a racist,bad
9561,"cup, person, spoon, bowl, cell phone, dining table, bottle",,,,,,when the chow mein was on point,neutral
9563,cow,,,,,,The text in the image is:  - safe sex - isis style,bad
9572,"cell phone, tie, person",,,,,,"all men are animals baby, some just make better pets than others",neutral
9587,"bird, bird, bird, bird, bird, bird",,,,,,that chicken is so black it owes child support,bad
9615,"person, cell phone",,,,,,met gala celebration,bad
9617,,,,,,,when you turn on the light and realize you have been fisting the wrong hole,neutral
9618,"banana, bird",,,,,,vitiligo is a disease that causes the loss of skin color,bad
9623,,,,,,,all my guns now self identify as dirt bikes  so i had to install mufflers,neutral
9624,person,,,,,,white people already paid reparations,bad
9634,"person, person, person, person, person, person, person, person, person, person, person, person, person",angry,latino hispanic,woman,33,25-34 years,come on our shame tour! we will show you how to murder babies and harass the elderly,neutral
9638,cat,,,,,,thanksgiving in china,bad
9641,"person, person",,,,,,The text in the image reads:  - zakk wylde - zakk calm,bad
9642,"person, toothbrush",happy,white,woman,48,45-54 years,"pelosi slams trump after he gets mexico to cave, says ""threats & temper tantrums are no way to negotiate foreign policy...""  why is she so mad that trump got mexico to finally help us stop illegal immigration?",bad
9648,"person, person",,,,,,damn michelle are you hungry?,neutral
9657,"person, person, tie, person, tie, person, tie, tie",sad,white,man,50,45-54 years,"and then trump said  i'm, like, a really smart person",bad
9675,person,neutral,white,man,23,18-24 years,,bad
9682,"person, person, cow, person, person, person, frisbee, cow, sheep, cow, cow, cow",neutral,white,woman,31,25-34 years,pals,bad
9687,"person, person, person, person",,,,,,rare picture of child birth,bad
9713,bird,,,,,,the hardest part of breaking up with her  is having to drop the bomb on her twice before she gets it,bad
9715,"tie, dog",,,,,,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof,neutral
9716,"person, person, person, person, person, person, car, person, person, person, car, person",,,,,,weeeeee! im back home,bad
9718,dog,,,,,,can you tag your friend tell them i found their baby pic,bad
9723,person,fear,black,man,31,25-34 years,half honky all donkey,bad
9731,person,angry,white,man,34,25-34 years,moses was the first to know of the 10 commandments,bad
9738,person,,,,,,i know you are wearing extensions,neutral
9756,person,sad,white,man,40,35-44 years,daily activity log  i got this,bad
9765,"person, tie, tie",fear,white,man,46,45-54 years,"in most countries, traitors are killed.  in america, they join the democrat party.",bad
9768,"person, person, person",,,,,,what's black and screams? harvey price answering the iron,bad
9781,"person, person, person, bicycle, person, backpack",angry,black,man,29,25-34 years,hello brother wait is that a shotgun?,neutral
9785,"person, person",,,,,,searchinging for buried treasure,bad
9814,"person, backpack, person, person, person, person, person, person, person, person, person",neutral,black,woman,32,25-34 years,you are not wanted! you are a mental deficient!,bad
9821,"person, cup, bottle, bottle, cup, chair, bottle",,,,,,the pic after saying  i didn't drink that much last night to your friends,bad
9823,person,fear,asian,man,33,25-34 years,meanwhile..  back at #nevertrump command center,neutral
9824,dog,,,,,,mfw  the local tranny gets lynched,bad
9827,"person, person, person, person, person, person, person",neutral,asian,woman,33,25-34 years,the enemy within  linda sarsour  ocasio-cortez  ilhan omar  rashida tlaib  the enemy has infiltrated congress,bad
9831,person,,,,,,"when someone says ""show me in the bible where it says jesus command gays should be out to death?""  leviticus 20:13",bad
9834,"person, person, person",happy,black,man,27,25-34 years,"The text in the image says ""a muslim threesome.""",bad
9841,person,happy,white,man,35,35-44 years,"oh you drive a dodge, do you blow trannys as good as your truck",neutral
9843,"person, car, person, person",happy,latino hispanic,man,39,35-44 years,laughs in throwing gays from tall buildings!,neutral
9851,bowl,,,,,,hm..  it appears you're a cracker,bad
9852,person,sad,middle eastern,man,27,25-34 years,"The text in the image reads:  ""all men should be disarmed preferably both arms""",bad
9863,"person, person, person, person, person, person",happy,white,woman,31,25-34 years,diverse group of women,bad
9867,"person, car, person, person",,,,,,we can kill as many as we want  and your stupid government keeps bringing us in,bad
9875,person,neutral,white,woman,31,25-34 years,i see dickheads everywhere  they don't even know they're dickheads,neutral
10234,"person, cell phone, cell phone",,,,,,when you've decided to start a life of crime,bad
10236,"person, person, horse, person, horse, person, person, person, person, horse",,,,,,"The text in the image reads:  ""immigrants wave our flag invaders wave their own""",bad
10238,person,,,,,,"The text in the image reads:  ""african girl suffering from a face deformity""",neutral
10246,,,,,,,when you ask your dad who is a retired drill sargent to build you a ginger bread house,bad
10254,"person, person",,,,,,when you realize tomorrow is monday,bad
10256,"person, person, person, person, bottle, bottle, bottle",happy,indian,man,30,25-34 years,"and if anything happens, the women are to blame  that's right, it's their fault, definitely",bad
10258,"person, tie",fear,latino hispanic,man,44,35-44 years,lands plane successfully as planned everyone at the twin tower:,bad
10259,person,sad,black,man,31,25-34 years,they stole ma chickin  i stole their life,bad
10263,"person, tie, person, baseball bat",angry,white,man,31,25-34 years,"rep. dan crenshaw former navy seal decorated war hero  literally lost an eye ""doing something about terrorism""  rep. ocasio-cortez former bartender supports socialism  told dan crenshaw he should ""do something about terrorism""",neutral
10264,"person, backpack",neutral,white,man,32,25-34 years,when you eat her ass and then she say that she don't suck dick...  wayment,bad
10268,"person, person, person, person, person",,,,,,The text in the image is:  bitch please go back to england,bad
10269,dog,,,,,,when your human stops petting you,bad
10274,horse,,,,,,(laughs in goat fucker),bad
10278,,,,,,,call of duty new zealand,bad
10283,"person, tie, tie, person, person, tie, person",neutral,latino hispanic,man,23,18-24 years,"well, it was tough getting this community up to standards but were alwhite now  shadowy place over there? but what's that  don't talk black  to me you little n ewborn african.",neutral
10285,person,,,,,,you are what you eat meanwhile in africa,bad
10287,"person, tie",sad,asian,man,34,25-34 years,found bigfoot married her,bad
10289,bird,,,,,,when you're trying to keep eye contact  but her cleavage game is strong,neutral
10325,"person, tie",,,,,,i will build a space force and make the martians pay for it believe me! bigly!,bad
10328,"person, cup, person, car, dining table, cup",fear,white,man,22,18-24 years,how dikes look when they're in line paying for their pads,bad
10329,"horse, person",,,,,,mom.. this horse smells funny!,bad
10345,"person, person, tie, person, tie, person, person, person",,,,,,"The text in the image reads:  ""images of german leaders and soldiers of WW2""",bad
10357,"person, clock",fear,white,man,23,18-24 years,hockey would be fun they said,bad
10358,"person, person",sad,black,man,29,25-34 years,why arent there any pharmacies in africa? because you cant take medicine on an empty stomach,good
10362,"person, person, person, person, person, person, person, person, tie, person, person, person, person, person, person, person, person, person",happy,latino hispanic,man,32,25-34 years,german british danish austrian diversity.  apparently we don't have it and these guys do: iraqi pakistani syrian egyptian,bad
10372,person,fear,white,woman,32,25-34 years,i hate 3 things: vampires. werewolves and witches,neutral
10384,"person, tie",fear,asian,man,32,25-34 years,he is proving that grown adults can be a bully,bad
10385,vase,,,,,,"The text in the image reads:  ""When he's Muslim and asks you to role play""",bad
10386,book,,,,,,the book about terrorism,bad
10389,"person, person, person, person, person, person, kite, handbag",,,,,,"only in america could these people consider themselves the ""master race""",bad
10395,dog,,,,,,2+2 is potato minus 1 is poo quick math!,neutral
10396,,,,,,,once a place where innocents were murdered.  now a historical site for people to learn,neutral
10398,"person, person, person, cell phone, person, cell phone",,,,,,The text in the image is:  arabs arabs how could the jews do this to us,bad
10423,"person, tie, tie",,,,,,nobody wants to hang auschwitz me,good
10436,person,,,,,,sea monkeys,bad
10453,"person, person",sad,latino hispanic,woman,27,25-34 years,all men are pigs  women are equal to men,bad
10458,person,,,,,,i love my precious they will always me mine,neutral
10459,bird,,,,,,I'm not racist I hate white liberals more than anybody,bad
10462,"cup, tie, cup, person, person, cell phone, cell phone, cup, chair, chair, book, dining table",,,,,,back in my day there were only two genders male and not male,good
10463,,,,,,,"so, where did you get all of this gold elizabeth? i stole it from africa!!!",neutral
10465,,,,,,,"The text in the image says ""happy 4th of july.""",bad
10475,person,,,,,,refugees welcome,bad
10476,"person, person, chair",,,,,,how to fix a noisy dishwasher,bad
10478,,,,,,,house of pedophile,bad
10479,"person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,who can deny the cash chambers,neutral
10482,"person, bowl, dog, teddy bear, person, dog, person",,,,,,american  asians how to prepare the dog for the family event,neutral
10483,person,angry,white,man,24,18-24 years,"you're a rapist, you're a rapist, all mexicans are rapists!",bad
10489,"person, person, person, person, person, person, person",happy,black,woman,37,35-44 years,"The text in the image is:  ""have you ever tried ethiopian food? neither have they""",bad
10492,"person, car",neutral,white,man,29,25-34 years,"""Judgement day will not come until the Muslims fight the Jews and kill them",good
10493,person,,,,,,"stevie wonder is ""wonder""ful",bad
10524,"dog, chair, person, couch, potted plant",,,,,,some people did something again..,bad
10527,"person, umbrella, person, umbrella, person, person, umbrella, person, person, person, person, person, person, person, person",,,,,,when you finally headshot 150 black people,bad
10528,"tie, person, sports ball",sad,white,man,33,25-34 years,"The text in the image reads:  ""this shit is why i bake people""",bad
10538,"person, person, person, person, person, person, person, tie, person, person, tennis racket",,,,,,morgan freeman condemning slavery,bad
10539,"tv, keyboard, mouse, person, chair",,,,,,"millions of kills, 1 death  what a fucking camper",good
10547,person,,,,,,"The text in the image says:  ""fuck banks fuck indians too""",bad
10548,person,,,,,,"The text in the image reads ""farming simulator 17.""",bad
10562,"person, baseball bat",,,,,,what if i change my gender so i become the victim and not the rapist,bad
10564,"wine glass, person, dining table",,,,,,white people when they learn fish swim in schools,bad
10567,"person, tie",,,,,,"The text in the image is:  ""fuck you people america first rag heads trump 2020 you are the enemy of the people""",bad
10572,"person, person, person, bottle, chair, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, chair",happy,middle eastern,man,30,25-34 years,"so they rigged the elections, gave hillary the debate answers had dead people vote, tapped trumps phones, and they still lost!",bad
10574,person,fear,asian,man,32,25-34 years,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!",bad
10576,"person, tie, person, tie",fear,white,man,40,35-44 years,Emmanuel Macron said: 'Nationalism is treason'  If not for the U.S. you'd be saying that in German right now.,neutral
10579,person,,,,,,only 1.4% of white people ever owned slaves  so blaming the entire white race is racism at its finest!,bad
10582,"laptop, keyboard, tv, chair, keyboard, tv, laptop",,,,,,four years for your bachelor's?  I've worked 60 for my masters,bad
10583,"person, person, person",fear,latino hispanic,woman,23,18-24 years,once you go black you don't go back,bad
10584,"person, truck",neutral,white,man,40,35-44 years,goes on tinder instead of match.com,neutral
10589,person,happy,white,man,43,35-44 years,i love coke more than pepsi,bad
10596,"tie, person",,,,,,i love pudding  pudding my dick nhere it don't belong,good
10625,person,,,,,,the new democratic flag,bad
10639,person,,,,,,now I'm gonna  use two fingers,bad
10649,"person, chair, book",happy,white,woman,31,25-34 years,"The text in the image says ""straight outta oven.""",bad
10652,"person, person",,,,,,"him: have you seen my cat lately? her: nope, have you seen your dad lately?",bad
10653,"person, baseball glove",,,,,,buckle up sugar tits  'cause i'm about to take you to pound town in the fuck truck,bad
10659,"person, cup, pizza, spoon, pizza, knife, person",happy,asian,woman,27,25-34 years,chinese ppl be like happy thanksgiving,neutral
10673,"person, car, car, car, truck, car, person, car, car, car",sad,white,woman,32,25-34 years,when you're still a week away from pay day  and your car breaks down on you,neutral
10675,"person, person",,,,,,handjobs sold separately!,bad
10682,"person, tie, person",happy,middle eastern,man,33,25-34 years,"Stephen Miller, architect of the policy to separate children from their parents at the border.  the jew with the soul of a nazi",neutral
10689,"person, person",,,,,,when you got an itch on your back that you can't reach but your white friend got you,good
10692,"person, person, person, person, person, person",happy,middle eastern,man,26,25-34 years,this piggy just wants to say have a wonderful day!,neutral
10693,"person, person, person, person, cup",fear,middle eastern,woman,32,25-34 years,the enemy within  ilhan omar  linda sarsour rashida tlaib  the enemy has infiltrated congress,bad
10725,person,,,,,,man rejoices over harvest,bad
10732,"person, bicycle, person",,,,,,look dad im doing it you did it tyrone! you stole your first bike,bad
10734,"person, person",,,,,,"""yo bro ask the c.o. why he ain't pop my door""",neutral
10743,"person, car, umbrella, dog",,,,,,move to new york they said  it'll be fun they said,neutral
10748,"person, tie, cup, backpack",fear,asian,woman,61,55-64 years,can afford to travel from romania to london  still picks your pocket,bad
10749,"person, person, person, person, person, horse, person, person, person",,,,,,my sense of humor is so dark it picks cotton,bad
10752,"person, tie",happy,black,man,29,25-34 years,did the irish celebrate black history month,bad
10759,person,happy,white,woman,27,25-34 years,"also, my best friend emma says:  fuck off forever and ever",bad
10765,"bottle, person, cup, cup, bottle, knife, toaster, donut, person, person, donut, knife, bottle, bowl, donut, donut, knife, cup, cup, knife, cup, donut",,,,,,i asked him to see things from my point of view  he looked out the kitchen window,bad
10785,"person, person, tie, tie",happy,asian,man,39,35-44 years,"time to put the ""panic""  back in hispanic",bad
10786,"person, tie, person",,,,,,president trump  accused of sexual assault right before the election clarence thomas  accused of sexual harassment right before the election right before getting voted in by the senate roy moore  accused of sexual assault right before senate election in alabama brett kavanaugh  accused of sexual assault right before getting voted in by the senate  still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm,good
10792,dog,,,,,,guys what the fuck  what the actual fuck,bad
10793,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, person, sheep, person, person, sheep, cow",happy,middle eastern,man,35,35-44 years,meanwhile  at the isis strip club,bad
10827,"person, person, tie, person, tie, chair, chair",,,,,,watch out i'll put a bomb in your car,neutral
10829,,,,,,,"it's ok, let them in only a few will kill",neutral
10834,"chair, person, bowl, bowl, chair, dog, bowl, bowl",,,,,,when my autistic son finds out we're having chicken for dinner,bad
10835,"person, person, tie, couch",sad,white,man,36,35-44 years,"yeah bitches 6,000,000 kill streak",bad
10839,"person, tie",,,,,,hitler wanted this embarrassing photo of him destroyed,good
10843,"person, tie",sad,white,man,44,35-44 years,your an idiot trump thanks for the wall  i'm need target practice,neutral
10852,"person, person, person, dining table, chair",,,,,,a beautiful family,bad
10853,"person, tie",neutral,white,man,37,35-44 years,that look when you want to speak to the manager,bad
10857,"person, tie",,,,,,how do you know when this prick is lying? the sphincter under his nose is moving.,bad
10865,"person, person, person, person",,,,,,this movie sucks i am thinking of another shooting,bad
10867,"person, person",,,,,,official muslim refugee checkpoint,bad
10893,,,,,,,"marge, i converted to islam!",bad
10895,person,,,,,,what do you call a mexican without a car? carlos,bad
10926,"person, person, person, surfboard, person, person, person",,,,,,The text in the image is:  - traditional - african tribe,bad
10932,,,,,,,you come home and found this..  what do you do???,bad
10935,"person, person, person, person, person, person, person, person, person, person, person, handbag, handbag, person, handbag, person, person, handbag, handbag, person",,,,,,"The text in the image reads ""modern japanese "" """,bad
10936,"person, sports ball, person, person",happy,black,woman,33,25-34 years,77 years after pearl harbor and it still hurts  but just 17 years after 9/11 and we want to move them here and adopt their laws in american cities,good
10938,,,,,,,"The text in the image reads ""international boxing day.""",bad
10943,person,,,,,,how women win an argument,bad
10946,person,,,,,,glad she put the paper up someone might recognise her,bad
10947,"person, person, tie, umbrella, car",,,,,,i think it's funny to haggle over price with hookers  when you're just going to kill them anyway.,good
10948,"person, person, tie, tie, laptop, person, book",,,,,,what are you doing?  nothing babe just women stuff  you crashed the car again?,bad
10952,"cup, person, tv, keyboard, chair, person, cup, person, tv, chair",,,,,,i agree hi 5 bro,bad
10956,"person, tie",angry,white,man,37,35-44 years,check out these legs  i bet you did nazi that coming,bad
10962,"person, tie",angry,white,man,50,45-54 years,nothing beats a good old sultry stare down,bad
10963,"bird, person",,,,,,hope on a rope it's what everyone's been waiting for,bad
10967,person,fear,asian,woman,32,25-34 years,@unhumanrights,bad
10972,person,happy,white,woman,23,18-24 years,what i'm really thinking when i like all your pictures,bad
10976,person,surprise,white,man,39,35-44 years,when you see a commercial about starving kids in africa  i missed the part where that's my problem,bad
10983,,,,,,,miami dolphins super bowl highlights,bad
10985,,,,,,,"i just met you, and this is crazy but i love bath salts, and you look tasty",bad
12034,"person, fork",,,,,,why don't i get sunburnt? because prisons are indoors,good
12035,person,,,,,,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,bad
12036,"person, car, kite, handbag, person, person, kite, person, person, car, person, person",,,,,,execute a plan to accept your actual born sex you'll be happier when you do,neutral
12039,,,,,,,The text in the image is:  never forget 9/11,bad
12045,"person, cell phone",,,,,,learn to hunt. it's a valuable skill,bad
12054,"truck, person, person, car, truck, car, car, car, car, car, car, car, truck, truck, car, car, car",,,,,,what do chevy trucks have in common with their owners? they've both blown a tranny..,bad
12059,"person, person, person, person, person, person, person, person, tennis racket, person, dining table, person",happy,white,woman,31,25-34 years,the only kkk to ever let black men in,good
12063,"sheep, sheep, horse",,,,,,when your goat tells you  oh no! she ain't on the pill,bad
12067,"person, person, fork, cake",,,,,,pre-heat to 350 degrees,bad
12068,"person, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep",,,,,,this muslim guy is in heaven,bad
12074,"person, person, tie, tie, person, tie",angry,asian,man,43,35-44 years,"when somebody ask's a jew why they are jewish..  ""i think of myself as above the average person """,bad
12086,"person, person, cell phone, person",,,,,,i just wanna  show you something  comment what you think he's gonna show this goat fucker??,neutral
12093,"person, person, oven, carrot, knife",,,,,,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you",bad
12094,"person, tennis racket",sad,white,man,51,45-54 years,when you offer to get someone stoned and they decline,neutral
12096,"person, person",,,,,,this is how ignorant people will see rashida tlaib,bad
12309,"car, person, car, car",happy,white,man,31,25-34 years,"i don't know how to deal with criminals, i guess i'll take a shot at them",bad
12348,"person, tie",neutral,white,man,29,25-34 years,"bitch, say something else",good
12349,"person, book, scissors, dining table",,,,,,a muslim in congress wants to get rid of homeland security let that sink in!  18 years after 9/11 and this is where we are at?,bad
12356,"bus, car, person, car, traffic light, traffic light, car, car, car, traffic light, car, traffic light, bus, traffic light",,,,,,the guy that wrote this sign  wants $15.00 an hour,bad
12358,"person, person",,,,,,oh no i can't steal anymore,good
12374,"person, bowl, spoon",neutral,latino hispanic,woman,33,25-34 years,holding cooking classes for those with disabilities gives them a new form of independence,neutral
12376,"person, clock, tie",,,,,,why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly,bad
12389,person,,,,,,bert and ernie dress up as goats in an attempt to catfish arab men,good
12407,"dog, carrot, carrot",,,,,,my favorite animal is carrot,bad
12430,"person, person, bench, bottle",,,,,,howdy y'all!,bad
12450,,,,,,,meanwhile in alabama... nothing says come hither quite like your sister in a hefty bag mermaid suit..,good
12453,,,,,,,these are just to break,bad
12460,"person, tie, tie",,,,,,"The text in the image says:  ""when people just talk about weed and forget your birthday (sad racist noises)""",good
12468,"cup, person, laptop, couch, person",neutral,asian,woman,17,13-17 years,say it! say it!  islam is the religion of peace,good
12483,person,,,,,,"The text in the image reads:  ""islam is a religion of peace behead those who mock islam""",bad
12489,"person, person, person, person, person, person, person, person, person",happy,white,woman,29,25-34 years,welcome to europe  our government told us that diversity makes us stronger and we should adopt their culture,good
12490,person,happy,middle eastern,man,33,25-34 years,we can kill as many as we want  and your stupid government keeps bringing us in,bad
12495,"person, suitcase, bottle, suitcase",,,,,,metalhead  doing laundry...,bad
12504,"person, person, person, cell phone, person, person, person, person, person",,,,,,it says right here we can bang goats,bad
12507,"person, car",,,,,,got thrown out of a muslim clothes shop today. i only asked where the bomber jackets were,bad
12509,person,sad,white,woman,36,35-44 years,walking away from the bathroom  after accidentally eating some gluten,bad
12534,"person, person, person, person, person, person, person, person, backpack, backpack, person, suitcase, person, person, person",,,,,,border agents in texas aprehend over 400 illegalss in just 5- minutes span.  we know we have an issue with illegal immigration but how can we fix this and not separate families.,bad
12536,person,,,,,,turning every country it touches  into a shithole,good
12546,,,,,,,"i saw a black man carrying a tv i rushed home to see if it was mine  nope, mine was still there, polishing my shoes.",good
12547,"person, chair, book, book",happy,white,woman,29,25-34 years,gonna go outside #yolo  anne frankly i thought she should have stayed home,good
12548,person,,,,,,running chocolate,bad
12549,person,,,,,,eating with the crew,bad
12570,person,happy,white,man,25,25-34 years,when you pick her up for a date  and she got hairbands on her wrist,neutral
12576,person,,,,,,The text in the image is:  becky lemm smash,bad
12580,"sheep, horse, sheep, cow, horse",,,,,,why are the french protesting high taxes that pay for their free shit  didn't they protest to get the free shit nobody said they were smart,bad
12589,person,,,,,,"the religion of the muslims, a monotheistic faith regarded as revealed through Muhammad as the prophet of Allah",bad
12597,"person, umbrella",fear,white,man,35,35-44 years,he is proving you don't have to be poor to be trash,bad
12603,"chair, chair, chair, chair, chair, chair, bottle, bottle, bottle",,,,,,It would be surprising to find a Muslim in a gay bar due to their beliefs,bad
12604,"sheep, person",happy,white,man,23,18-24 years,when your sheep wins first place at the fair,bad
12607,person,,,,,,how i see black people getting trolled on the internet,bad
12608,"truck, truck, bicycle, person, car",,,,,,polished aluminum f150  proof that you really can polish a turd,bad
12637,"horse, sheep, sheep",,,,,,come and take it,bad
12643,"person, fork, knife, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, dining table, hot dog, carrot, carrot, carrot, hot dog",happy,white,man,30,25-34 years,shia men after getting an erection,bad
12647,"tie, person",,,,,,"adam schiff used tax payer money to pay off a 19 year old male due to sexual harrassment claims  echo, if you are sick of this creepy & dosgraceful hypocrite, trashing our president!",neutral
12648,horse,,,,,,the look on his face when he discovers  the blood from ahmed raping his virgin daughter,bad
12649,person,,,,,,i said glass of juice not gas the jews,bad
12650,"person, person",neutral,white,woman,30,25-34 years,which one has tranny problems?,bad
12657,"person, person, person, person, person, person",,,,,,The text in the image is:  - hans - ja? - get him to - auschwitz,bad
12673,"person, person, person, person, person, person, person, person, person, person, person, person, cell phone",neutral,white,man,30,25-34 years,how it feels  being a military spouse over 30,bad
12675,"person, dog",happy,white,woman,31,25-34 years,always dtsy positive,bad
12678,"person, tie",sad,white,man,46,45-54 years,did you really think i was going to let the patriots lose,bad
12694,"person, person",,,,,,"The text in the image reads:  ""when your teacher has a monotone voice""",neutral
12704,person,neutral,middle eastern,man,60,55-64 years,i cannot comment on your mother because cows are sacred in my country,bad
12736,"person, person, person, person, wine glass, wine glass, wine glass, person, person, wine glass",,,,,,"nice watch you got there david  thanks, my dad sold it to me before he passed",bad
12748,"person, bed",,,,,,my thai girlfriend says a small penis shouldn't be a problem in a loving relationship  but i still wish she didn't have one,good
12750,"tie, person",fear,white,man,33,25-34 years,hope you had fun investigating me  now it's my turn,bad
12754,"person, person, person, person, bottle, person, person, person, person, person, handbag, handbag, person",happy,asian,man,32,25-34 years,i am full! that pho was good!,bad
12763,"person, cell phone",,,,,,when they're not picking up the phone at the pizza place,bad
12784,"sandwich, cup, orange, bottle",,,,,,when your chinese food shows up completely uncooked,neutral
12785,"person, person",,,,,,found this old photo of our grandparents on their quad,bad
12793,"person, cell phone",sad,latino hispanic,man,28,25-34 years,afghan muslim men make him look like a girl so they can have sex with him!  he is just a little boy! stop the abuse,good
12807,cat,,,,,,bruce jenner's cat,bad
12834,person,,,,,,"in west philadelphia, born and raised  in the anus is where i got most of my aids",good
12836,"bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, person",,,,,,texas churches be like... praise the lord!,bad
12837,,,,,,,imagine if you will a group of people so disgusting...  ...they have to make laws making it illegal to hate them,neutral
12839,"person, person, cup",,,,,,"excuse me, miss? am i allowed to watch the cowboys game here?  of course, sir. it is 2019. you're allowed to be gay anywhere.",bad
12843,"person, bear",,,,,,when you have to race gets to the playground quicker,neutral
12867,"person, bottle",,,,,,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too  you f'n jackass",neutral
12873,person,neutral,white,woman,26,25-34 years,"oh, he's usingin you for sex?  stop bitching, sex is awesome. complain when he's using you for laundry .or a human shield",neutral
12876,person,,,,,,fucking aye,bad
12890,"person, tie",fear,middle eastern,man,40,35-44 years,hitler getting his tan on,bad
12894,person,happy,white,man,26,25-34 years,"imagine, if you will  an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free.",good
12907,"person, cell phone",fear,black,man,30,25-34 years,siri take me home starting route to jail,bad
12935,"person, person, person, book",,,,,,"The text in the image is:  ""wea yo top lip at doe"" ""missing like yo dad""",bad
12936,"person, person, person, tie",happy,middle eastern,man,27,25-34 years,I'm sure glad I dodged that bullet fuck white women Asians are cute and tight asf I should know I watch anime and hentai,bad
12953,"person, person, person, person, person, person, person, person, person, person, person, person, person, backpack, person, bicycle, stop sign, person, chair, person",neutral,white,man,36,35-44 years,all starting from 1995,neutral
12956,"person, person, person, person",angry,indian,man,39,35-44 years,when you find out your neighbors stole your goats,neutral
12957,"person, tie",happy,asian,man,29,25-34 years,"The text in the image says:  ""privilege has a color, white is not it""",bad
12958,"person, person, backpack, backpack, person, person, person, person, person, person, umbrella, person, person, person, backpack, umbrella, person, person, umbrella, person",,,,,,"if you think we need protection from these people...  but not these people, you're a special kind of stupid",bad
12967,"person, person, person, person, person, person, person, person, person, person, handbag, handbag, handbag, bus, handbag",,,,,,omg the middle east has ninjas too!!,bad
12968,"person, person",happy,white,woman,32,25-34 years,when your little car bomber brings home his first girlfriend,bad
12973,person,,,,,,someone added to much soap to the dishwasher again,neutral
12983,person,happy,asian,man,33,25-34 years,"The text in the image says:  ""laughter really is the best medicine""",good
13026,"person, person, couch, chair, dining table, person, potted plant, couch, remote, potted plant",sad,white,man,24,18-24 years,under the name of multiculturalism  we let terrorist into this country,bad
13042,"person, person, person, mouse, person, person, person, person, person, person",neutral,middle eastern,man,32,25-34 years,"jean claude van ma'am!  coming soon to a gamestop near you, ""it's ma'am!!!",good
13045,"person, chair, book, book",happy,white,woman,27,25-34 years,an amazingly realistic wax figure of anne frank,bad
13046,person,,,,,,"religion of peace? before every one understands that slam is the  i mean, how many more times they have to do this i can kind of understand why  muslims get so frustrated",bad
13049,"person, cup, cup, person, bench, chair, person, fork, dining table, cake, person",,,,,,when he brings home his first girlfriend,bad
13058,,,,,,,knives out,neutral
13067,"person, dog, frisbee, dog",,,,,,when you found out your wife is cheating on you,bad
13068,"tie, elephant",,,,,,"some noise"" and she start screaming when you at a concert with ya girl and  the dj says ""all my single ladies make",neutral
13069,person,happy,white,woman,32,25-34 years,replaced by misunderstood girlfriend  doesn't get jealous,bad
13074,"person, person, person, person, person, person",,,,,,when your dive instructor starts yelling in arabic,bad
13076,sandwich,,,,,,when fat white girls sit on the toilet,bad
